"F7"	"FC5"	"T."	"P7"	"O1"	"FC6"	"F8"	"eyeDetect"
4005.64	4124.62	4345.13	4612.82	4070.77	4204.1	4636.92	1
3995.9	4121.54	4337.44	4614.87	4047.18	4196.92	4593.33	1
4013.85	4102.56	4342.56	4622.56	4078.97	4206.15	4604.1	0
4007.69	4109.74	4331.28	4624.62	4059.49	4204.1	4600	0
4010.26	4140.51	4337.44	4618.97	4086.67	4205.13	4609.74	1
4013.85	4125.13	4341.03	4616.41	4054.36	4205.13	4610.26	1
3996.41	4101.54	4330.26	4617.95	4062.05	4202.05	4600	1
3988.72	4121.54	4333.85	4601.54	4049.23	4189.23	4588.72	0
3995.9	4126.15	4348.72	4624.62	4087.18	4223.08	4621.03	0
3996.92	4122.05	4333.85	4613.85	4054.36	4185.64	4589.74	0
3984.1	4113.85	4343.59	4620	4070.77	4206.15	4587.69	1
3996.92	4131.28	4326.67	4615.38	4057.95	4202.05	4594.87	1
4015.38	4123.08	4348.72	4624.1	4080	4203.08	4589.23	0
3992.82	4117.44	4334.87	4620.51	4072.31	4190.26	4574.87	0
3997.95	4118.46	4337.44	4612.82	4051.79	4191.79	4600	1
4005.64	4107.69	4344.62	4625.13	4087.69	4203.08	4596.92	0
4016.92	4124.62	4345.64	4628.21	4100.51	4187.18	4575.9	0
3992.82	4109.74	4329.74	4613.85	4044.62	4205.64	4612.82	0
4048.72	4122.05	4351.28	4626.15	4073.33	4194.36	4611.79	0
3978.97	4102.56	4328.72	4616.41	4047.18	4197.95	4577.95	0
3968.72	4101.54	4341.54	4600.51	4071.28	4199.49	4592.31	1
4003.59	4106.15	4333.33	4621.54	4075.38	4195.9	4591.79	0
4011.28	4114.36	4342.05	4621.54	4083.08	4215.9	4610.77	0
4027.69	4121.03	4358.97	4633.85	4083.59	4204.1	4578.97	0
3998.97	4125.64	4337.44	4612.82	4073.85	4209.23	4604.62	0
3985.64	4109.23	4320	4625.64	4058.97	4195.9	4606.15	0
3997.44	4108.21	4326.15	4602.56	4046.67	4200	4589.74	1
3976.41	4114.87	4335.38	4611.79	4083.08	4192.31	4581.54	0
3976.92	4107.18	4316.41	4614.87	4081.03	4197.44	4589.74	0
3968.72	4103.59	4317.44	4601.03	4054.36	4189.74	4568.21	1
4004.1	4118.46	4329.74	4608.21	4058.46	4203.59	4593.33	1
4001.54	4119.49	4342.05	4617.44	4088.21	4210.26	4589.74	0
3997.44	4118.46	4345.64	4609.23	4053.85	4195.38	4600.51	1
3997.44	4116.92	4353.85	4623.08	4100	4211.79	4600	1
4010.26	4124.1	4338.46	4616.92	4084.1	4192.31	4598.46	1
3979.49	4106.15	4351.28	4630.26	4075.38	4192.82	4590.26	0
4014.36	4127.69	4339.49	4621.54	4048.72	4209.23	4614.87	1
4004.1	4098.97	4332.82	4614.36	4055.9	4191.79	4581.03	1
3979.49	4106.15	4326.15	4615.9	4080	4210.26	4606.15	1
3986.67	4115.38	4331.28	4629.23	4055.9	4189.23	4599.49	0
4042.05	4137.95	4343.08	4625.64	4080	4209.74	4619.49	0
4004.62	4109.23	4347.18	4626.67	4082.05	4222.05	4613.85	0
3990.77	4119.49	4342.56	4632.82	4067.69	4219.49	4609.74	0
4018.46	4138.97	4343.59	4604.1	4052.82	4197.95	4610.77	1
4024.1	4138.97	4342.05	4619.49	4067.18	4194.36	4607.18	0
4005.13	4124.1	4325.13	4601.54	4060	4187.18	4583.08	1
4017.44	4116.92	4332.31	4600.51	4081.03	4187.18	4597.44	0
3980.51	4106.67	4338.97	4623.08	4065.13	4206.67	4603.08	0
3989.74	4123.08	4339.49	4616.41	4072.31	4191.79	4589.23	0
3988.72	4130.77	4341.54	4631.79	4071.79	4204.1	4595.9	0
4007.18	4120	4337.95	4616.41	4069.74	4212.82	4588.21	0
3989.23	4120.51	4329.74	4620	4047.69	4191.28	4603.59	0
4010.77	4120.51	4340.51	4627.18	4055.9	4191.79	4591.28	0
3995.9	4118.97	4324.62	4616.92	4046.67	4176.92	4595.38	1
4004.62	4120.51	4338.46	4598.46	4037.44	4203.59	4613.85	1
3986.67	4108.72	4347.18	4620	4071.79	4201.03	4603.59	0
3980	4090.26	4342.05	4616.92	4058.46	4197.44	4607.18	0
3979.49	4106.67	4333.33	4634.87	4093.85	4193.33	4589.23	0
4008.72	4128.21	4337.44	4620	4070.26	4201.54	4601.54	1
3978.97	4109.23	4323.08	4613.85	4071.79	4197.95	4591.28	0
4010.77	4118.97	4333.85	4612.82	4073.33	4197.44	4598.97	1
3983.08	4117.95	4328.21	4607.69	4071.79	4194.36	4612.82	1
3993.33	4128.21	4325.64	4610.77	4038.46	4186.67	4609.74	1
3981.54	4109.23	4346.67	4628.21	4071.28	4206.15	4606.67	0
4028.72	4129.23	4348.72	4624.62	4071.28	4198.97	4595.9	0
4015.38	4105.13	4329.74	4614.87	4042.56	4182.05	4603.08	1
4001.54	4117.95	4341.54	4621.54	4056.92	4196.41	4611.28	0
4006.67	4122.05	4333.33	4627.18	4071.79	4186.67	4587.69	0
3987.18	4109.23	4334.87	4634.36	4098.97	4198.97	4594.36	0
3995.38	4122.05	4321.54	4613.33	4040	4191.79	4602.56	1
4012.31	4108.21	4337.95	4603.08	4041.54	4204.1	4605.64	1
3986.15	4104.62	4327.18	4617.95	4060.51	4188.72	4588.21	1
3994.87	4115.9	4342.56	4604.62	4051.28	4213.85	4604.1	1
4023.59	4125.13	4341.03	4612.82	4048.21	4209.74	4607.69	1
4013.85	4104.62	4333.33	4615.38	4060	4209.74	4606.67	0
3977.44	4108.72	4318.97	4604.62	4073.33	4189.74	4576.92	0
4011.79	4134.36	4338.97	4622.56	4079.49	4195.38	4587.69	0
4019.49	4105.64	4333.33	4617.44	4045.13	4199.49	4618.97	1
4018.46	4122.05	4328.72	4603.08	4060	4192.82	4604.62	1
3992.82	4108.21	4332.82	4621.03	4058.46	4203.59	4590.26	0
3970.26	4104.1	4330.77	4612.31	4067.69	4207.18	4607.18	0
4004.1	4104.62	4336.92	4626.67	4063.08	4193.33	4596.41	0
3978.97	4089.23	4335.38	4614.87	4100	4170.26	4618.46	1
3974.87	4121.54	4327.69	4611.28	4040.51	4191.79	4579.49	1
4012.31	4122.05	4329.74	4630.26	4067.69	4205.64	4624.1	1
4002.56	4120.51	4334.36	4597.95	4074.87	4210.77	4611.28	0
4012.82	4105.64	4332.31	4609.23	4064.62	4191.28	4595.38	0
3994.87	4125.64	4330.77	4630.77	4096.92	4206.15	4608.72	1
4024.1	4111.28	4338.46	4623.08	4052.31	4196.41	4611.28	1
3977.95	4087.69	4330.77	4618.97	4105.13	4181.03	4621.03	1
3993.85	4106.15	4330.77	4625.13	4077.44	4199.49	4594.36	0
4008.21	4128.21	4318.46	4623.59	4062.05	4211.79	4623.08	0
3998.46	4106.67	4329.23	4616.92	4060	4210.77	4615.38	1
4016.41	4107.18	4333.33	4608.72	4070.26	4193.85	4595.9	0
4042.05	4119.49	4345.64	4629.74	4076.41	4193.85	4613.85	0
4003.08	4108.72	4334.87	4625.13	4065.64	4203.08	4608.21	0
3994.87	4113.33	4330.77	4615.9	4071.79	4204.1	4592.82	1
4006.67	4123.59	4342.05	4614.87	4069.74	4203.08	4608.21	1
3987.18	4105.64	4339.49	4619.49	4068.21	4197.95	4595.9	0
4000	4104.1	4343.08	4630.77	4104.62	4193.33	4575.9	0
4013.85	4107.69	4329.74	4614.87	4040.51	4200	4617.95	1
3981.03	4108.21	4327.18	4608.21	4046.15	4173.33	4575.9	0
4021.03	4137.44	4335.38	4610.77	4079.49	4198.46	4592.31	0
3977.95	4109.74	4342.05	4639.49	4104.1	4201.03	4595.38	0
3957.95	4087.18	4333.33	4616.41	4044.62	4197.44	4584.62	0
3982.05	4106.15	4346.15	4630.77	4104.62	4224.62	4620	1
4001.54	4116.92	4351.28	4628.72	4107.69	4228.72	4626.15	1
3958.46	4093.33	4339.49	4617.44	4048.72	4206.15	4593.85	0
3993.33	4110.26	4330.26	4620.51	4055.9	4189.74	4603.08	0
4007.69	4109.23	4342.56	4614.87	4043.59	4193.33	4596.41	1
4026.67	4137.95	4336.92	4614.87	4044.1	4192.31	4618.97	1
3976.41	4109.23	4346.67	4631.79	4076.41	4205.13	4600.51	0
3961.54	4103.59	4323.08	4605.64	4041.54	4184.1	4602.05	1
3997.95	4120.51	4347.69	4617.95	4074.87	4193.85	4605.13	0
4015.38	4131.79	4340	4626.15	4073.33	4196.41	4609.74	1
4011.28	4125.64	4343.59	4623.59	4086.15	4193.33	4599.49	0
4021.03	4108.72	4335.38	4616.92	4077.95	4203.59	4613.85	0
4031.28	4125.64	4356.41	4627.69	4095.9	4207.69	4605.64	0
3994.36	4110.77	4337.95	4615.9	4059.49	4191.79	4594.36	0
4013.85	4125.64	4339.49	4615.38	4068.72	4191.79	4592.31	0
4008.72	4121.54	4355.9	4637.44	4091.79	4222.56	4637.95	1
4001.54	4115.38	4331.79	4613.85	4068.72	4197.95	4586.15	0
4016.41	4108.72	4332.31	4628.72	4056.41	4196.41	4596.92	0
3995.38	4121.54	4334.87	4633.33	4070.77	4217.44	4625.13	0
3991.79	4107.69	4335.9	4630.26	4085.64	4201.54	4600	0
4020.51	4135.9	4332.82	4614.36	4060	4199.49	4601.03	0
3994.87	4118.97	4343.59	4622.05	4070.77	4198.46	4605.64	0
3994.87	4135.38	4335.38	4616.92	4048.21	4218.46	4605.64	1
3992.82	4134.36	4349.23	4629.74	4087.69	4213.85	4617.95	0
3994.36	4121.54	4328.72	4621.54	4080	4193.85	4589.74	0
4001.03	4129.74	4347.18	4620.51	4052.82	4206.15	4595.9	0
3987.69	4104.1	4335.9	4621.54	4070.26	4204.1	4602.05	0
4002.56	4136.41	4358.97	4629.23	4078.46	4222.05	4630.26	0
4025.64	4121.54	4347.69	4624.62	4090.26	4192.82	4581.03	0
3971.28	4108.72	4327.69	4609.23	4074.36	4188.21	4578.97	0
3994.87	4117.44	4335.38	4622.05	4055.38	4202.05	4596.41	0
4008.72	4110.26	4321.54	4598.46	4061.03	4176.92	4591.28	1
3991.28	4100.51	4337.44	4621.03	4060.51	4171.79	4598.97	0
3985.64	4104.62	4334.87	4621.54	4057.44	4196.41	4601.03	1
3977.95	4110.26	4340	4623.59	4073.33	4220.51	4622.05	0
3984.62	4102.56	4327.18	4616.41	4056.92	4185.64	4566.15	1
4041.54	4131.28	4345.64	4627.69	4083.59	4181.03	4593.33	0
4009.74	4101.03	4334.87	4629.74	4085.13	4204.62	4591.79	0
4004.62	4107.69	4317.95	4598.46	4048.21	4187.69	4601.54	1
3994.36	4122.56	4318.97	4607.69	4067.18	4183.59	4601.03	1
4008.72	4129.74	4344.62	4608.72	4042.05	4202.05	4605.13	1
3998.97	4115.38	4335.9	4610.26	4041.54	4183.59	4592.31	1
3994.36	4102.56	4328.21	4616.41	4057.44	4190.77	4593.33	0
3971.79	4105.13	4328.21	4603.08	4038.97	4193.85	4594.36	0
3993.33	4119.49	4334.87	4622.05	4070.26	4191.28	4587.18	0
3986.67	4110.77	4345.13	4621.54	4053.85	4204.1	4604.62	0
3993.85	4121.54	4341.03	4615.9	4068.21	4204.62	4602.05	0
4014.87	4104.1	4333.33	4612.82	4050.77	4195.9	4583.08	1
4010.77	4121.54	4337.44	4623.59	4073.33	4196.92	4606.67	1
3973.85	4105.13	4319.49	4615.38	4077.44	4190.77	4578.46	0
4007.69	4131.28	4351.79	4630.26	4094.87	4214.87	4627.69	1
4001.54	4123.59	4346.15	4618.46	4055.38	4205.64	4602.56	0
3974.36	4103.08	4313.85	4612.82	4078.46	4202.05	4589.23	0
3996.41	4122.05	4336.41	4614.87	4054.36	4197.95	4593.85	1
4006.15	4121.03	4333.33	4621.03	4074.36	4189.74	4596.41	0
3993.85	4120.51	4335.38	4599.49	4047.18	4197.44	4602.56	0
4023.08	4135.38	4357.95	4634.36	4072.82	4210.26	4614.36	0
3994.87	4105.13	4335.9	4603.08	4040	4200.51	4591.28	1
4003.08	4108.21	4350.26	4631.79	4087.18	4189.23	4582.56	0
4023.08	4132.82	4351.28	4617.44	4076.92	4216.92	4611.79	1
4019.49	4120.51	4340	4609.74	4047.69	4207.18	4599.49	1
4041.03	4126.15	4344.1	4633.33	4070.77	4175.38	4601.54	0
4001.03	4135.38	4341.03	4600	4088.72	4209.74	4623.08	0
4024.62	4140.51	4348.72	4630.77	4087.69	4204.62	4609.74	1
4006.67	4127.69	4345.64	4618.97	4053.85	4198.97	4601.54	0
3998.97	4139.49	4355.38	4638.46	4076.41	4225.13	4632.82	0
4009.23	4119.49	4332.31	4617.44	4052.82	4208.21	4615.9	0
4022.05	4129.74	4332.31	4617.95	4073.85	4177.44	4598.46	0
3996.41	4108.72	4333.33	4617.95	4064.1	4201.54	4606.15	0
3984.62	4105.13	4335.9	4624.62	4070.26	4197.95	4588.72	0
3971.28	4090.26	4318.97	4598.46	4033.33	4178.97	4583.59	0
4003.59	4115.9	4326.15	4619.49	4068.21	4188.21	4592.82	0
3978.46	4108.21	4334.36	4612.82	4062.05	4210.26	4588.72	1
4004.1	4124.1	4330.77	4600.51	4044.1	4207.18	4602.56	1
4017.95	4127.69	4330.26	4604.62	4062.05	4185.13	4593.33	0
4023.59	4115.38	4348.72	4628.72	4077.95	4196.92	4593.33	1
3969.74	4117.44	4329.23	4617.95	4081.03	4193.85	4599.49	0
3997.44	4106.15	4352.82	4628.72	4098.97	4203.08	4599.49	1
4009.23	4123.08	4337.44	4599.49	4055.9	4198.46	4622.05	1
4038.46	4135.38	4348.21	4631.79	4076.41	4203.59	4600.51	1
3997.44	4122.56	4333.85	4617.44	4080.51	4194.87	4597.44	0
3995.9	4105.64	4344.62	4620.51	4101.54	4182.05	4625.13	1
3990.77	4106.67	4312.31	4615.38	4062.05	4216.92	4618.97	0
3975.9	4103.59	4344.62	4635.38	4105.13	4227.18	4634.87	1
4011.28	4139.49	4358.46	4633.85	4101.03	4219.49	4630.77	1
4026.15	4121.03	4356.41	4633.85	4088.72	4191.28	4563.08	0
4004.62	4122.56	4335.38	4610.77	4053.33	4179.49	4599.49	0
4017.95	4114.36	4346.67	4629.23	4075.9	4221.54	4615.38	0
4020	4124.62	4351.28	4616.41	4073.85	4220.51	4617.95	0
4008.21	4108.21	4349.23	4633.33	4087.18	4222.05	4612.31	0
3980	4106.67	4345.13	4618.46	4047.69	4211.79	4602.56	0
4002.05	4120.51	4344.62	4613.85	4065.13	4204.62	4589.74	0
4019.49	4112.31	4335.9	4607.18	4044.1	4194.36	4613.33	1
4004.62	4128.72	4335.9	4618.46	4087.69	4209.23	4609.74	1
4008.21	4123.08	4334.87	4616.41	4075.38	4195.38	4596.92	1
4018.46	4127.18	4342.56	4632.31	4076.92	4211.28	4613.33	1
3994.87	4121.54	4335.38	4616.41	4048.72	4168.72	4606.15	0
4016.41	4120.51	4340	4629.23	4072.31	4208.21	4608.72	0
4006.15	4122.56	4346.15	4636.92	4076.41	4208.72	4588.21	0
4004.62	4104.1	4330.26	4605.64	4035.9	4187.69	4594.87	1
4015.9	4117.95	4336.41	4621.54	4074.36	4193.85	4594.87	0
4011.79	4134.87	4343.59	4624.1	4080	4202.05	4606.67	1
3976.41	4092.82	4339.49	4627.18	4069.74	4215.9	4615.38	0
4005.13	4137.44	4333.85	4606.15	4055.38	4196.41	4588.21	0
3952.82	4109.74	4319.49	4626.67	4078.46	4184.62	4578.46	0
3980	4114.36	4329.74	4615.9	4082.05	4189.23	4573.85	0
3989.23	4123.08	4326.67	4614.87	4062.05	4208.72	4603.08	1
3994.87	4113.33	4357.44	4626.15	4077.44	4209.23	4616.41	0
4006.15	4124.62	4343.59	4616.41	4063.08	4201.54	4606.15	0
4006.15	4104.1	4346.15	4624.62	4071.28	4207.18	4603.59	0
4011.28	4137.95	4335.9	4618.46	4062.56	4225.13	4622.56	1
3990.26	4097.44	4324.62	4601.03	4093.33	4180.51	4616.41	1
3988.72	4115.9	4322.56	4597.95	4029.74	4197.95	4593.33	1
3993.85	4106.67	4340	4618.46	4060	4183.08	4597.44	0
4047.18	4124.1	4345.64	4627.69	4072.31	4207.18	4609.23	0
3994.87	4119.49	4327.69	4602.05	4069.23	4211.79	4596.92	0
4009.23	4136.41	4350.26	4628.72	4078.97	4218.46	4611.28	1
4027.18	4139.49	4342.05	4618.97	4075.38	4206.15	4608.21	1
4003.08	4120.51	4327.69	4613.85	4056.92	4201.54	4596.92	1
3993.85	4096.41	4342.56	4628.72	4080	4201.03	4594.36	0
4012.82	4112.31	4342.05	4629.74	4062.05	4191.79	4592.82	0
4005.64	4123.08	4332.82	4624.1	4082.56	4194.87	4583.08	0
3989.74	4107.69	4340	4625.13	4059.49	4208.72	4597.44	0
3963.59	4097.44	4336.92	4606.67	4071.79	4200.51	4598.97	1
4024.62	4121.54	4346.15	4620.51	4090.26	4193.85	4591.28	0
3982.05	4109.74	4323.59	4606.15	4055.38	4197.95	4576.92	1
3997.95	4105.13	4338.46	4613.33	4098.46	4176.92	4616.41	1
4016.92	4137.95	4344.62	4616.41	4085.64	4194.36	4588.21	1
3975.38	4113.85	4335.9	4621.03	4045.13	4207.69	4602.56	0
3986.15	4106.67	4332.31	4607.69	4048.72	4188.72	4590.26	1
4002.05	4107.69	4343.59	4623.08	4082.56	4216.92	4607.18	0
3975.38	4101.03	4320.51	4605.13	4075.9	4193.33	4585.64	0
3964.1	4097.95	4328.21	4611.79	4066.67	4203.59	4597.44	0
3997.44	4121.54	4329.74	4614.36	4066.67	4207.69	4608.21	0
4010.77	4109.74	4343.59	4620.51	4055.38	4193.85	4615.9	1
3974.87	4111.79	4328.21	4611.28	4082.56	4191.28	4613.33	1
4004.1	4137.44	4340	4602.56	4087.69	4218.46	4630.77	0
4004.1	4118.46	4336.92	4615.9	4071.28	4211.28	4612.31	0
4020.51	4108.21	4347.69	4621.03	4076.92	4201.03	4594.87	1
4044.1	4136.41	4347.18	4625.13	4067.18	4190.77	4602.05	0
4010.26	4142.56	4349.74	4635.9	4074.87	4210.77	4598.46	0
4015.9	4134.36	4345.13	4624.62	4083.59	4190.77	4597.44	1
4035.9	4133.33	4345.13	4622.05	4074.87	4200	4615.9	0
4007.69	4134.36	4326.67	4614.36	4045.64	4193.85	4611.28	1
3983.08	4107.18	4337.44	4621.03	4099.49	4174.87	4617.44	1
4014.36	4122.05	4337.95	4614.87	4052.31	4210.26	4627.69	1
3995.9	4101.54	4328.21	4602.05	4040	4204.1	4602.56	1
3991.28	4108.21	4317.95	4600.51	4040	4189.23	4582.56	1
3996.41	4110.77	4334.36	4617.95	4057.95	4187.18	4593.85	0
4007.69	4138.97	4344.62	4612.82	4057.95	4197.44	4592.82	0
4000	4109.74	4354.87	4625.13	4074.87	4201.03	4607.69	0
4001.54	4121.54	4351.28	4624.1	4090.26	4193.85	4605.64	1
4018.97	4121.03	4329.74	4615.9	4081.54	4191.79	4584.1	0
4013.85	4128.21	4340	4630.77	4089.74	4207.69	4604.62	0
3974.87	4107.18	4332.31	4603.59	4050.77	4202.56	4583.08	1
4013.85	4133.33	4344.1	4617.44	4084.1	4205.64	4598.46	1
3994.87	4104.62	4342.05	4634.36	4086.67	4214.36	4605.64	0
4002.05	4132.31	4343.59	4610.77	4056.41	4188.72	4592.82	1
3981.03	4110.26	4321.54	4614.87	4075.9	4204.62	4587.69	0
4036.92	4122.56	4341.54	4616.92	4070.77	4208.21	4612.31	0
4002.56	4104.62	4341.03	4628.72	4092.31	4208.21	4595.9	0
4015.9	4118.97	4340.51	4615.9	4052.31	4199.49	4582.05	1
3988.72	4108.21	4322.05	4612.31	4053.85	4196.41	4593.85	0
4030.26	4136.92	4356.41	4632.31	4073.33	4205.64	4602.05	0
3975.38	4108.21	4329.23	4613.85	4073.85	4181.03	4570.26	0
3986.15	4103.59	4332.31	4607.69	4056.92	4192.82	4577.44	1
3995.9	4116.92	4344.1	4611.79	4076.92	4177.95	4578.46	0
3990.26	4103.59	4336.92	4616.41	4054.36	4175.38	4607.18	0
3978.97	4103.08	4329.23	4602.56	4045.64	4195.38	4595.38	0
3958.46	4121.03	4330.77	4615.9	4067.69	4185.64	4585.13	0
3985.13	4123.08	4335.9	4614.87	4072.82	4172.82	4570.77	0
3997.44	4110.77	4351.28	4623.08	4068.21	4189.23	4596.41	0
4040.51	4124.1	4341.54	4618.46	4075.38	4197.44	4598.46	0
3973.33	4100	4326.15	4608.72	4086.15	4201.03	4585.64	0
4032.82	4133.33	4352.31	4627.18	4071.28	4199.49	4574.36	0
3987.69	4089.74	4330.26	4618.97	4103.08	4184.1	4621.54	1
3997.95	4107.69	4321.54	4596.41	4040	4202.05	4589.74	1
4003.08	4131.28	4352.31	4606.15	4076.41	4212.31	4614.36	0
3995.38	4111.28	4349.23	4622.05	4060.51	4221.03	4620.51	0
3996.41	4112.82	4338.97	4625.64	4086.67	4205.64	4601.03	0
4008.21	4121.54	4326.15	4599.49	4060	4180	4577.44	1
3998.97	4141.03	4353.33	4622.56	4074.87	4203.59	4618.46	1
3995.38	4100	4335.38	4617.44	4060.51	4192.82	4590.77	0
4009.74	4124.1	4334.36	4603.08	4053.33	4191.79	4609.74	1
4005.64	4116.41	4345.13	4619.49	4063.59	4216.41	4612.82	0
4024.1	4131.28	4342.56	4622.56	4090.77	4208.21	4603.59	1
4003.08	4101.54	4328.21	4608.72	4040.51	4204.1	4609.74	1
3957.44	4113.85	4341.54	4626.67	4064.62	4205.13	4597.95	0
4009.23	4128.21	4342.05	4607.69	4061.54	4199.49	4595.9	0
4001.03	4113.33	4349.74	4620	4097.95	4213.85	4612.82	1
3992.82	4124.1	4332.31	4629.74	4054.87	4186.67	4586.67	0
4009.23	4108.72	4338.97	4631.28	4057.95	4197.44	4596.41	0
4039.49	4144.1	4352.82	4615.38	4056.41	4205.64	4594.87	0
4001.03	4120.51	4332.82	4615.9	4077.44	4190.77	4590.77	0
4046.15	4132.31	4344.1	4625.64	4068.21	4191.79	4601.03	0
3986.67	4103.08	4346.67	4617.44	4067.18	4205.13	4609.74	0
3996.92	4108.21	4327.69	4613.85	4071.79	4204.62	4593.85	1
3994.87	4102.05	4341.54	4618.97	4094.36	4176.41	4620	1
3991.79	4108.72	4331.28	4613.33	4062.56	4202.56	4598.46	1
3961.03	4100	4336.41	4615.38	4068.21	4203.08	4618.46	0
3966.67	4105.64	4320	4606.15	4048.21	4185.13	4603.08	1
3970.77	4103.59	4336.92	4624.1	4055.9	4195.38	4596.92	1
4012.82	4123.08	4342.05	4630.77	4087.18	4196.92	4600	1
4029.23	4131.79	4340.51	4604.1	4048.72	4195.9	4585.13	0
4025.13	4140	4345.64	4629.23	4094.36	4212.31	4608.72	1
4001.03	4133.33	4355.9	4639.49	4070.77	4228.21	4626.67	0
3970.77	4114.87	4330.77	4610.26	4054.36	4202.56	4587.69	1
3995.9	4117.95	4336.41	4618.97	4051.79	4183.08	4583.59	0
4000	4109.23	4336.41	4634.36	4085.13	4206.15	4600	0
4001.54	4123.59	4335.38	4624.62	4071.28	4195.38	4593.33	0
4003.08	4098.97	4341.54	4612.82	4049.23	4197.44	4618.46	1
4014.87	4121.03	4334.36	4622.56	4083.59	4202.56	4597.95	1
3985.64	4105.13	4325.64	4612.82	4056.92	4192.82	4591.28	1
4004.1	4134.87	4342.56	4614.36	4054.36	4202.56	4609.74	0
3999.49	4136.41	4351.79	4629.74	4061.54	4219.49	4615.9	0
3998.97	4126.67	4328.72	4612.31	4060.51	4194.36	4581.03	1
3993.85	4108.21	4325.64	4610.77	4052.82	4182.56	4575.38	1
4006.67	4119.49	4346.67	4620	4077.95	4206.15	4596.92	0
4032.31	4123.08	4351.79	4633.85	4090.77	4191.79	4577.44	0
4040	4112.31	4341.54	4622.05	4080.51	4206.67	4611.28	0
4029.23	4121.54	4337.95	4620	4047.69	4194.87	4616.92	1
4004.62	4107.69	4317.44	4597.44	4060	4182.05	4590.77	1
4024.62	4120.51	4326.67	4624.62	4100	4206.15	4602.05	0
3995.38	4124.1	4327.69	4610.77	4053.33	4174.87	4584.1	1
4030.26	4115.9	4343.59	4621.54	4066.15	4202.05	4592.82	0
3993.85	4109.23	4338.97	4614.36	4044.1	4194.36	4603.08	1
3997.95	4104.62	4335.9	4630.26	4089.74	4210.26	4610.26	0
3987.69	4109.74	4318.46	4602.56	4054.36	4188.21	4573.33	1
4009.23	4117.95	4345.13	4612.82	4046.15	4193.85	4581.03	1
4024.62	4123.08	4335.38	4617.44	4070.26	4197.95	4607.18	0
3989.23	4118.46	4342.56	4629.23	4079.49	4206.15	4602.56	0
4017.44	4110.77	4333.33	4616.41	4051.79	4168.72	4598.46	0
3998.97	4117.95	4329.74	4625.64	4081.54	4193.85	4592.82	0
4017.95	4124.1	4335.9	4616.41	4055.38	4197.95	4599.49	0
3989.23	4120	4314.36	4609.74	4041.03	4189.23	4605.64	1
3990.26	4116.92	4333.85	4614.36	4074.87	4171.28	4593.33	1
4000	4133.85	4356.41	4633.85	4093.85	4218.46	4617.95	0
3997.95	4095.38	4333.33	4612.82	4056.41	4196.92	4598.46	1
3974.36	4107.18	4327.18	4598.97	4049.74	4198.46	4585.13	1
4046.15	4115.38	4351.79	4626.67	4067.18	4168.72	4587.69	0
3983.08	4095.9	4329.74	4611.79	4061.03	4204.62	4592.82	1
4022.05	4127.18	4347.69	4632.82	4072.82	4213.33	4609.74	0
4006.15	4136.92	4330.77	4615.9	4088.21	4176.41	4605.64	1
3992.31	4106.15	4337.44	4624.1	4074.87	4210.77	4611.79	0
4010.77	4124.1	4348.72	4638.97	4078.46	4208.72	4593.33	0
4014.36	4107.69	4338.46	4624.1	4064.1	4194.36	4584.62	1
3980	4104.1	4333.85	4619.49	4061.03	4197.44	4590.26	0
4033.85	4137.44	4341.03	4620.51	4092.31	4195.9	4607.69	1
4022.05	4111.79	4338.46	4621.54	4061.03	4194.36	4614.87	1
4030.77	4130.77	4342.05	4611.79	4038.97	4202.05	4618.97	1
4004.1	4106.15	4338.46	4612.82	4050.26	4212.31	4605.64	1
4041.03	4128.21	4357.44	4631.28	4110.26	4217.95	4618.46	1
3988.72	4107.18	4326.15	4619.49	4061.03	4204.62	4612.82	0
4016.92	4106.67	4328.21	4618.46	4085.13	4182.56	4580.51	0
4035.38	4112.82	4346.15	4618.97	4066.15	4189.74	4586.67	0
3965.13	4083.59	4332.31	4600.51	4063.59	4192.31	4597.44	1
4007.18	4100.51	4322.05	4617.44	4088.21	4178.46	4563.59	0
3968.21	4085.64	4335.9	4617.95	4093.85	4192.31	4571.28	1
4039.49	4146.67	4347.18	4617.44	4065.13	4209.23	4611.28	0
3981.03	4106.67	4327.69	4611.28	4060	4202.56	4580	1
4003.59	4137.44	4347.18	4631.28	4075.38	4212.31	4600	0
3989.23	4110.77	4334.36	4607.18	4053.85	4192.31	4592.82	0
4004.62	4125.13	4336.41	4624.62	4075.9	4204.62	4602.05	1
3992.82	4105.64	4324.62	4600.51	4058.97	4209.23	4597.95	0
4033.33	4131.28	4355.38	4621.54	4087.18	4205.13	4580.51	1
3998.97	4107.18	4332.82	4615.38	4050.77	4190.77	4609.74	0
4001.54	4108.72	4334.87	4613.85	4071.28	4200	4588.72	0
3989.74	4110.77	4331.28	4619.49	4061.54	4170.26	4583.08	0
4048.72	4120.51	4340	4621.54	4065.64	4195.38	4601.03	0
4048.72	4137.44	4347.18	4622.05	4062.05	4200.51	4604.1	0
4017.95	4107.18	4331.79	4608.21	4067.69	4194.87	4596.41	0
3973.85	4110.77	4327.69	4607.69	4073.85	4183.08	4603.59	1
4008.72	4118.46	4359.49	4632.31	4090.77	4223.08	4620	1
4015.9	4124.1	4351.28	4621.54	4072.31	4209.74	4611.79	0
3990.26	4107.18	4332.31	4617.95	4085.64	4196.92	4582.56	0
3989.74	4114.87	4334.87	4609.74	4062.56	4213.33	4593.33	1
